id	category	text
1327	1	i remember hearing about this film when it first appeared at cannes over a year ago   picking up the grand jury prize at the festival     holocaust comedy receives standing ovation    the headlines read    intrigued by this statement   i looked up information on the film and found that   sure enough   life is beautiful is in fact a comedy about the greatest atrocity of the last thousand years    even though the movie was extremely well received by critics and public alike   i couldn t help but be disgusted at this notion   human tragedy is not something i feel should be celebrated    only now do i see the error of my ways    after finally viewing the film for myself after avoiding it for some time   it became clear that it is not   as the headlines proclaimed   a   holocaust comedy     on the contrary   life is beautiful does not even really depict the graphic events that took place in nazi deathcamps    rather   it focuses on the relationship between a father and his son   who he is trying desperately to shield from the horrors of their situation    roberto benigni   who also wrote and directed the movie   stars as guido orefice   a chaplin inspired clown and all round jolly guy who   as the film opens   is vying for the affections of an attractive school teacher   nicoletta braschi   benigni real life spouse      through the course of the first hour or so   we see guido striving to get the attention of this   beautiful princess     as he calls her    employing the magic of laughter   the italian comedian wins her heart and together   they raise a young boy named giosue   child actor giorgio cantarini      life treats them well until hitler s minions rise to power   and the family is whisked away to a german camp   where guido becomes convinced that he must upholds his son s innocence no matter what the sacrifice    granted   it contains some uproariously funny moments both in and out of the concentration camp   but it does not pull a   hogan s heros   and make light of the slaughtering of some six million innocent jews    somehow   it achieves hilarity without disrespecting it s gravely serious subject    so   we ve established that life is beautiful is not a   holocaust comedy      but   there is another complete misrepresentation of this material that really disturbs me    the film   despite critic s declarations of it being a   triumph of the human spirit     is no such thing   not in my eyes   anyway    some have called the story an   affirmation of the beauty of life     but i say it is a very dark and bleak statement about man s capability of denial masquerading as an endearing comedy    the film s ending has been recognized as the most entirely uplifting moment of any film released recently   but i found it to be truly discerning and upsetting    essentially   life is beautiful is quite possibly the greatest hoax in the history of film    however   i am not denying the movie s greatness    believe me   it s fantastic    i m just saying that i think benigni did something different than what most people are interpreting it as    but perhaps i m reading more into the movie than is really there    maybe the film s brilliance relies on the idea that the viewer can interpret the meaning of it in any way they see fit    in fact   maybe roberto benigni has made a film that is the sole argument for the old saying that you get out of a movie exactly what you put into it    
1955	1	books could be   and indeed have been written about the star wars trilogy   and rightfully so    this is a set of movies that shattered all expectations of what science fiction could be in the late 70s early 80s   inspiring literally dozens of clones   from battlestar galactica all the way up to stargate and independance day   and one could argue revitalizing the whole science fiction genre    the special effects were groundbreaking   revolutionary for their day and still eminently watchable well into twenty years later    literally millions of people have seen the star wars trilogy and been touched by it    and now   george lucas brings it back for a new audience to enjoy    much has been and is still being made of the fact that mr   lucas has gone back and revised his trilogy for rerelease now    some fans are angry that he has dared to meddle with what they consider perfection   while others are thrilled by the idea of seeing yesterday s star wars updated with today s special effects wizardry    either way   the special edition release means that star wars is back on the big screen   where it rightfully deserves to be seen    can there be anyone in the world who doesn t know what star wars is about    in a way   star wars is so much a part of our cultural heritage that it feels silly and almost artificial to try to summarize it    it s a story about a young man s coming of age   a fight for freedom against an oppressive empire   a tale of swashbuckling and derring do the likes of which haven t been seen on the silver screen in decades   strange new worlds with strange alien creatures and weird surprises around every turn   and the yearning within each of us to realize our dreams and make a difference in the world    it s high adventure   incredible special effects   and       well   it s just an  experience     something about this movie sparked the imagination of a generation       and  it s about to do so again    this new release of star wars comes as no surprise to many of the film s devoted fans   who have been trading rumors and bits of information about it for quite some time now    interviews   trailers   leaks from within lucasfilm       all of these have been collected   collated   and placed on webpages for people to see   pages such as http     www   islandnet   com  corona films details sw4   html  or   my personal favorite   http     leopard   cs   latrobe   edu   au  koukoula         pictures of before and after have been placed side by side       even  months before the movies were released   fans were making comparisons    in some cases   the changes were nothing less than phenomenal   and this can be seen from the comparison shots even before you go into the movie theater    the digital matte effects that were little more than a toy in forrest gump are put to excellent use here   unnoticeably sprucing up scenes that that george lucas was unsatisfied with in the original    for instance   in my personal favorite example   the ancient temple on yavin that was formerly a flat stone edifice now has deep   moss covered carvings and etchings    and mos eisley spaceport is now a bustling   booming city   with more surprises and things going on in the background than you can notice on the first viewing    all the starships and fighters are now computer animated   getting rid of glitches and artifacts of the special effects processes used when the film was originally made  and they look  fantastic     four and a half minutes of new or missing footage have been added   including a scene with jabba the hutt that had originally been shelved because the state of special effects in 1977 simply couldn t do it justice    however   much of the ten million dollars that was spent on the star wars special edition restoration went into restoring the quality of the film itself    the negatives   badly damaged by the ravages of time   were brightened and returned to their original splendor    the audio tracks were remixed and reprocessed   with reworked sound effects by effects maven ben burtt   into glorious   booming   theater shaking full thx dolby digital stereo    and  that    more than the added scenes or new special effects   is where the real value of this new version lies    it s really true what they say in the commercials   star wars loses  so much  on the small screen    even letterboxing doesn t make up for the decrease in size and definition    in regard to the star wars special edition   and to the other two films of the trilogy which have yet to be released   i ll make this final recommendation   go and see it    go and see it more than once       it  may be another twenty years before it comes back to the big screen after it s gone this time    take along the youngsters who ve never had the big screen star wars experience  you ll enjoy seeing it through their eyes as much as they will enjoy it for the first time    there s magic in this movie  special edition or no   there can be no denying that it s still star wars   and still has the power to thrill and enthrall children of all ages   from four to four hundred    let s all return to that time long ago   and that galaxy far   far away        
1039	1	the event of events is upon us    people have waited twenty two years for the prequel to star wars and die hard fans have been camping out at theaters for months to get tickets to see it    i don t think that america will ever actually recover from what this hurricane of a film has caused    it is not a bit of an exaggeration to say that this is the most highly anticipated movie in history    anyone who tells you   it s just a movie   is either lying or clueless    it is clearly obvious that after the waiting and the hype actually seeing the movie will be anticlimactic    the second coming of the lord could not live up to the kind of buzz   which is far too weak a word   that star wars epsode i   the phantom menace so effortlessly generated    but that does not mean that the film itself is bad    in fact   it is terrific    i strongly suspect that many of the people who were dissappointed by it have simply surrendered to the media machine and the inevitable backlash    it is set some decades before the events of the original 1977 star wars took place    the film focuses on the fledgling republic of planets and the conflict that is raging   the trade federation   angry at some tax raise that was recently put in place has invaded the small   peaceful planet of naboo    the republic sent two jedi knights   people that can actively communicate with what is affectionately known as   the force       qui gon jinn   liam neeson   and obi wan kenobi   ewan mcgregor   to negotiate    unable to stop the tide of events that was about to occur   the jedi and the queen of naboo   natalie portman   escape naboo and head for coruscant to try and get the republic senate to intervene    on the way they get sidetracked to a planet called tatooine   where they meet the movie s real focal point   young anakin skywalker   jake lloyd      he is an innocent slave boy   but   the force is strong with him   so qui  gon is determined to take him with them to the jedi counsel and get him trained as a jedi    as any self respecting star wars fan should know   anakin will grow up to be darth vader and give birth to luke skywalker     from the beginning it is evident that this is not an actor s movie    around 70  of the characters   if not more   are computer generated in one form or another   and though the effects are seamless   the movie lacks soul    i think that although the computer has played an incredibly instrumental part in moviemaking this decade   cinema should still be a human art and the phantom menace nearly defies this    this is the lightest installment in the star wars saga thus far   with plenty of broad comic relief to go around   much of it courtesy of an irritating knew character named jar jar binks    he s essentially a computer animated sidekick who says things like   exqueeze me      and   mesa go now   okeday       and although it is often amusing it is also inherently annoying    the visual effects are astounding   although director george lucas often chickens out by cutting away from them   and the movie is a thrilling triumph    if it lacks in plot and in acting it makes up for it through imagination and excitement    the climactic lightsaber battle   oh   come on   as if you didn t already know     among other things   is outrageously entertaining and defines the term   popcorn movie      what made me surrender and give this movie       1 2 stars was the score by john williams    even though it does seem like the man scores every single movie that comes out these days   his work here is nothing short of brilliant    his use of opera during the climax really does add a punch and his ingenious way of utilizing the imperial march as a sort of prophecy is chilling    the phantom menace is probably most effective as pop nostalgia    when you see   a long time ago   in a galaxy far   far away     when the familiar music plays   when the words   star wars   appear on screen   you ll feel a tingle even if you didn t see the movie when it first came out in  77    it feels oddly exciting to be introduced to young anakin   a boy whose innocence   we know   will be taken away and who will soon cross over to the dark side    it is the perfect example of dramatic irony to see the jedi masters aspire to get him trained in the jedi arts   we know that it will do more harm than good   but they do not    we not only feel more involved in the story   but we feel like we re seeing the beginning of a saga that we have cherished for years    the phantom menace   although lacking in human aspects of the story   is a very worthy installment in the star wars    it works as an action flick   visually eye popping and often paralyzingly exciting   it also works as an elicitor of memories   a piece of exquisite nostalgia       1999 eugene novikov  137    
250	0	vampire s is a rude   chauvinistic movie where women are portrayed as pawns of abuse   present only to pleasure men   feed vampires   readied to be bashed or beaten   till one s sensibilities is shocked by the low iq and mentality of this regressive movie    to make matters worse   the buffoons that go hunting vampires are all rednecks   and deserve to have their heads bitten off   if not   their bodies carved in half    the dilemma of hating the   heroes  as much as the   villains    makes one wish that the   hand of god  would suddenly appear and blast both parties into oblivion    james wood portrays jack crow   a man obsessed with killing vampires   whose soul reason for living is based on revenge   they killed his parents     but this is not a good excuse for being more obnoxious than the vampires    as for adam baldwin   he is nothing more than a stooge who is ordered to beat women when the director shouts   action    and the script should have been reworked to avoid much offence against the female sex    as for the claims that the catholic church created   dracula    well that is the second most sacrilegious suggestion   outside the fact that priests and monks bear the brunt of the vampire fury   with enough blood spilt to make the inquisition look tame    an awful movie on all counts   my suggestion is to bring back buffy and bury this group of incompetent   rude vampire slayers    
1837	1	i guess there are those who have never been kissed before   a rare and dying breed     except if you re child   in which case it would be called experimenting    rarer still are those who have never been kissed before they reach the twenties    hardest to believe still   is that drew barrymore has never been kissed    despite all these hard to believe tit bits   there are people out there who have never truly been kissed   and who are still waiting for that right person to give them the wet   sloppy warm feeling of tongues intermingling   reassuring them that their search for true love is over    well   this movie is about a girl waiting for the right boy to give her the kiss of her life    and it s sweet    drew barrymore who shone in   ever after  is wonderful as   josie   grossy    the high school dweeb who becase a professional editor   before being assigned by her paper to return to school as an undercover reporter    it addresses the issues of how a dweeb   becomes a prom queen and finds the man of her life all in one sitting    hard to believe   but possible    there may also be those who have been kissed before   but in fact   never truly been given the kiss    so this movie can be watched by those who are waiting for true love or those who are still searching for it    either way   it is one enjoyable sit   with a fairytale ending    
1970	1	insane   but inspired   musical about alferd packer   the first man ever tried for cannibalism in america    as the story unfolds we learn what events led to packer   trey parker   supposedly killing and eating the five men who got lost while accompanying him through the mountains of colorado in search of gold    throughout   packer must contend with evil trappers bent on stealing his prized horse   a tribe of  ute  indians that doesn t seem quite on the mark   and a terrible winter storm that leads to the eventual cannibalism    parker obviously knows his musicals very well   because the viewer is also treated to some of the most maddeningly catchy songs to appear in a film   he would accomplish this again in his post cannibal    musical motion picture   south park   bigger   longer   and uncut      apart from the inherent interest of seeing a pre    south park   parker and stone in their first effort   cannibal    also offers up some pretty decent laughs    the aforementioned  ute  indian tribe that packer s group encounters is a definite highlight   as are two rousing musical numbers about snowmen   one of which ends on a comedically deadly note      stone s humphrey character steals the show   especially when complaining about the prospect of having to  eat butt  or revealing what s underneath his muff cap    jason mchugh s character of mr   miller is the stand out performance though   as he offers a hilarious dissenting voice to the proceedings    as i mentioned before   parker s songs are very catchy    you ll be hard pressed to get  it s a shpadoinkle day  out of your head once you ve heard it   incidentally   the braniff logo that appears at the end of every   south park   episode is scored with a few notes from this song      other songs you ll find yourself humming include  when i was on top of you    a love ballad      the trapper s song    the villains leit motif     and  hang the bastard    the rousing finale      thankfully   none of these songs are quite as embarrassing to find yourself singing in public as south park   bigger   longer   uncut s songs are    released as a pick up through troma studios   the film is available on videocassette and dvd    the videocassette includes an intro by the beautiful jane jensen and an interview segment with lloyd kaufman   discussing his admiration for parker and stone and the fact that they had been hired for a zucker brothers film   which turned out to be the hilarious baseketball      there are also multiple trailers for upcoming troma films    as for the dvd        well   that s a different story    probably one of the best dvd packages of the year   and potentially of all time     cannibal    the musical    the dvd is a massive achievement    presented in 1   33   1   full frame   only   the disc has the usual troma inclusions   the tour of troma   the troma intelligence test 2   trailers for upcoming releases   but where the disc truly shines is in its cannibal    specific extras    the first thing i must note is   the transfer is about as beautiful as any i ve ever seen on any disc    the picture is crisp   clear   and free from any noticeable artifacts    add to that one of the funniest commentary tracks i have ever heard   featuring trey parker   matt stone   jason mchugh   dian bachar   and andy kemler getting drunker and drunker as the track continues and you still haven t scratched the surface of the extras    there s also behind the scenes footage of the shooting of the film   a clip with trey   matt   and lemmy   of the band motorhead   from the film terror firmer   an index for easy location of all of the songs in the film   and finally   an index of all the songs as performed by the cast of a stage production of cannibal      it s good to see this film finally get the treatment it deserves    kudos to the entire production staff at troma and aix for making one of the most entertaining dvds i have seen in a very long time    
1503	1	as much as i wanted to like this film as i went into it   the more pleased i was when i left    first   getting through all the usual lines of newspaper glitz     if you liked scream   you ll love wild things         campbell gives a stunning performance         this twisty plot will have you dazzled for days         oh yeah   the day a newspaper uses these is the day neve campbell falls in love with me    now   onto more serious stuff   and with this film   i mean that in nearly a sarcastic way      wild things has single handedly broken down the rules surrounding the r rating from the mpaa    i m not saying that in a bad way   but when you see this film   you may be shocked by what you see    however   perhaps the mpaa was pleased by the film s charming cast and tricky plot   that they let the film slide with an r rating    being mormon   i m bound to hear an uproar from religious zealots warning me not to see the film    trouble is   i have already seen it    and i like it    wild things is a film noir of the 90s   filled with 40s sensibilities   and yet breaking the rules and modern day taboos of 90s culture    the style in which it is filmed is rich in color    the actors are all gorgeous people   seemingly drawn from the same gene pool and placed into this film    sure   it s all too good to be true   but ain t it fun to watch    when movies like this come along   sort of a better version of basic instinct   there is bound to be people who either love it or hate it    there will be people who don t want to admit liking what they see   but i tell you   most anyone who sees this will like it    wild things begins at blue bay high school   the one high school in the world that any teenager would love to get into    it s almost as if students are put through entrance exams just for admittance   totally based on looks alone      of course   there are those select few who may look slightly ugly   but compared to the average person   they are gorgeous    immediately   the film finds its tone and the audience settles in for an enjoyable time    we can turn off our brains   right    wrong    while you may be expecting one thing to happen   it certainly doesn t turn out that way    the film begins in a classroom   with nearly all the main characters present    there s sam lombardo   matt dillon     a counselor for the students    he s heading the class discussion    there s also kelly van ryan   denise richards     a snobby rich teen who has fallen in love with sam    teaching the class   however   are two policemen   ray duquette   kevin bacon   and gloria perez   daphne rubin vega     who want to talk about  sex           cheers   crimes   boos           what is a sex crime      ray asks       not gettin  any      one student responds    this pretty much sets the tone of the film we are about to watch    however   upon hearing this   one student   suzie toller   neve campbell     stands up and leaves the room   commenting that they can both kiss part of her body    and so   wild things sets into motion    quickly   kelly begins hitting on sam   but sam doesn t want anything to do with her advances    kelly is stubborn and continues to pursue him    she even pleads with him to let her wash his jeep    surprisingly   that s really all i can tell you about the plot    any more would give away one of the many crucial plot twists    and what s more   these plot twists are actually unpredictable    going along the way of scream   wild things maintains that film s surprises   and then adds even more to them    there are more plot twists in this film than probably any i have ever seen    and even though you think you may get tired of them   the surprises are so genuine that it s rather pleasing    going back over them in my mind   nearly all of them work   though some stretch the boundaries of belief    thankfully   the convoluted plot doesn t give us much time to think about each one   pouncing yet another twist on us before the shock of the previous one has worn off    as for the critics who complain that the film is trashy  well   it is    this is pretty much just one trashy film    however   it is the kind of trashy that isn t hard to watch    it s good trash   in a sense    one   the screenplay knows that it s not to be taken seriously   and it includes a lot of humor and satire into the story    this varies everywhere from kelly s mother   theresa russell     who is more of a caricature of rich people   all the way to an ambulance chasing lawyer   bill murray     who wears a neck brace to cover an insurance scam he is running    bill murray also provides the best character in the film   and most of the genuine laughs    and two   the sex is more than gratuitous   although not unwelcomed    wild things is supposed to have sex in it   what film with that title wouldn t       and this movie breaks the boundaries    instead of having heterosexual sex scenes   it also includes lesbian scenes between denise richards and neve campbell   don t worry        it s not as graphic as you might think      the heterosexual scenes are quite graphic   but the surprise shocker is kevin bacon s full frontal nude scene    it s very brief   so if you blink   you may miss   ahem   it    and   for as long as i can remember   i don t think i have seen an r rated film show an erect one before   it s not completely   but judging from the audiences  reaction   it was more than they expected too      also   during one scene late in the film   there seemed to be a relationship brewing between bacon and dillon s characters   but nothing came of it   makes you wonder if the director had to cut it in order for the r rating   or if the actors refused to do it      what first made me want to see wild things was its cast    neve campbell   of course   has been one of my favorite actresses since the scream films were released    here   however   she turns every typical role she has done on its head and plays a gothic pothead    the closest role to this was her performance in the craft   though even in that she was a nice girl      campbell is probably the best in the film and shows her wide range of talent    you can tell she will be around for a long time    denise richards will also be around for a long time   although she may be limited to the roles without much range    here   she gets to express more emotions than in her stiff   yet effective   performance in starship troopers    hopefully one day she will land a very good role that can display her ability    and then there is daphne rubin vega   a newcomer to the movies    she gives a very good performance   although her character is mostly left to the background for the first hour and a half    towards the end she does get a bigger part    on the male side   matt dillon is probably the best   giving a subtle performance that surprises with every twist    kevin bacon has a slightly wooden character   but he makes the most of it    you must have admiration   though   for what he did on screen    and judging from many of the women s reactions in the theater to that shot   they have grown a deeper appreciation for bacon   yeah   right      and then there is bill murray    his performance is the comic relief   and he nearly steals the film    as a whole   the entire cast works wondrously together   and they seem at home   even when doing the menage a troi    director john mcnaughton   who has previously done the critically acclaimed henry   portrait of a serial killer   has constructed a wonderfully twisty plot that works    his direction is smooth and stylish    the visuals are striking   filled with rich colors   and almost so realistic that we can actually breathe the humidity in the air    however   he seems more at home when the actors aren t talking    his fly by shots of the swampy areas are brilliant   and his photography of denise richards  climbing out of the pool is a highlight    the cinematography is gorgeous in its details   its not often that you see a film like this   and we should watch it just to see how the camera can take pictures    then   there is the music    this was probably the most obvious thing to me   as it set the perfect mood for the film    it s hard to describe in words   so just see the film and listen to it    it s wonderfully composed and presented    and be sure to stick around during the closing credits    mcnaughton has finally put the ending credits to good use   while most comedies use it for outtakes      he has included some small scenes which help explain the preceding events    some may say that these are lame attempts to explain the convoluted plot   but it s an entertaining way to finish the film    plus   there are some shocking moments in these ending credits which just add to the fun    wild things is appropriately rated r for strong sexuality   nudity   language and violence    again   the nudity is rather unnecessary   but let s face it  people want to see it    so why not give it to them    neve campbell   admirably   has a no nudity clause in her contract   and the most you see of her is from behind as she takes her top off   way to go   neve        the sex scenes are graphic   especially the first one we see   between the mother and one of her deck hands    one almost wonders how they got away with the r rating    the language is quite harsh too   ranging from sexual innuendo to your average   everyday profanity    and i can t stress it enough   don t allow kids under 18 to see this film    the target age for the movie is the 18 24 range   and that s who should see it    it s definitely not for those under 18    did i mention that this film is rated r   however   for those that do get a chance to watch it   you will probably more likely be pleased   and may even take friends to see it the next time    
1250	1	note   some may consider portions of the following text to be spoilers    be forewarned    among my fanatical ticker tape worshipping friends   there s one who happens to share the same philosophy espoused by the central character in darren aronofsky s darkly original pi   the entire stock market can be reduced to nothing but a series of patterns which   through analysis   will produce information to accurately forecast future behaviour       an example of the mentality involved   if the stock price goes up like this   and then down like that   and then sharply up this way   it then will go   this   way      while i freely admit that i know less than nothing about the market   knowledge check   prices up    good   prices down    bad   most of the time   at least   and hence really couldn t comment with any authority   it s always nonetheless struck me as an incredibly naive oversimplification of an astonishingly complex system   and besides   if it were that simple   no doubt somebody would ve already figured it all out      the difference in this case is that while my colleague   an otherwise assuredly realistic individual   truly believes in this in and of itself as a valid forecaster   pi uses this ideology as a device with which to investigate its character s psychosis    it s also vastly more convincing with its argument       mathematics is the language of the universe     insists genius protagonist maximillian cohen   sean gullette   in a cool   mantra like voice over which repeats throughout the picture    since nature can be expressed in numbers   and there are patterns everywhere in nature   he reasons with eminent logic that finding the patterns will allow him to predict anything    the ups and downs of the stock market   how many games the yankees will win this year   the flavour of jam i m going to put on my toast tomorrow morning    obsessed with finding the proverbial key to the universe   max lives in paranoid   self imposed solitude in a seedy nyc chinatown apartment   single mindedly toiling away with his monstrous homemade computer system    sullenly withdrawn and plauged by debilitating migraines   the elusive pursuit of a mysterious 216 digit number his machine spits out one day is driving him into madness    the story   then   is basically an eccentricity   but it s a clever   astute eccentricity   perceptively zeroing in on the modern mistrust of mathematical reductionism   in an age where a dominant societal phobia is one s individualism being replaced by a series of numeric identifiers   max s all consuming penchent for numbers at once creates a lingering   unsettling mood    it helps matters that he s not a particularly likable protagonist    all attempts of friendliness from neighbours are curtly rebuffed by max   a spindly   neurotic looking individual who hasn t the time to indulge in pleasantries    for a film which puts its lead character front and center   mr   gullette appears in virtually every scene     pi takes a refreshing and effective approach in avoiding conventional aesthetics   because of our ambivalence with max   we re not so much avidly rooting for him to triumph with a moment of epiphany as we re following him through this plot with a sense of mixed dread and morbid fascination    it s more disturbing journey than quest    still   we do care about max s fate    teetering on the edge of dementia   he winds up being pursued by two different groups which want to pick his brain   both fronted by deliciously perky   resolutely cheerful representatives with inevitably duplictious intentions    as we know   in films where paranoia is a dominant element   see the truman show s laura linney character     or for that matter   in real life   it s always the ones who never stop smiling at you and are overly friendly that are the ones of which to be wary    pi   a film that addresses patterns   itself intentionally adheres to an identifiable pattern cycle    headache scene   important revelation or bit of plot development   pill popping montage   hallucinatory nightmare   with decidedly cronenberg esque undertones    few other directors are as equally adept in bridging unsettling concepts and body themed horror     nosebleeding reality    the repetitiveness   far from being tedious   is effectively maddening   more than anything   the picture aims to get under our skins and take in events from max s claustrophobic perspective    in this regard   it wildly succeeds due to mr   aronofsky s striking direction    it s a rarity that a film so completely immerses itself into a protagonist s warped perspective of his surrounding   and high contrast black and white cinematography combined with constant usage of extreme close ups lend a heightened sense of paranoia to the proceedings       in some scenes   the stark composition in conjunction with the lumbering approach by mr   gullette make his character curiously resemble a latter day max schreck   from nosferatu      using savage   jittery lensing and rapid cuts to create a sense of disorientation   the picture is often dizzying to behold   and max s effective isolationism is emphasized by shots from the so called snorri cam   which keep him in plain focus while the environment races by in blurred bursts    pi s raw   aggressive visuals are reminiscent of david lynch s early work   in particular   eraserhead      the film s sinister tone splashes onto the screen immediately with a dazzling opening credit sequence ably backed by a sly electronic score by clint mansell   and gradually increases in intensity    still   amidst all its kafkaesque qualities and overall dispassionate mood   pi does occasionally display a sense of humour    at one point   marcy dawson   pamela hart   great fun   entices max with the offer of an invaluable treasure   a one of a kind        computer chip       isn t it beautiful     she coos    a showcase for mr   aronofsky s technical virtuosity   made for  60 000   it s since gone on to capture acclaim at the 1998 sundance film festival     pi is an intriguingly cerebral story which   ironically   is perhaps the most purely visceral film of the year    
832	0	director andrew davis reworks his fugitive formula and the results are about as exciting as his last film   the dreadful comedy steal big   steal little   was funny    keanu   i d rather play music than play another action hero   reeves is the grad student on the run   who   along with his superfluous sidekick   rachel weisz     has been framed for a sabotaged science experiment that vaporized eight chicago city blocks       the mushroom cloud explosion is a knock out and easily the best part of the movie    or   as one audience member succinctly summed it up     whoa        false information implicates their involvement and boy and girl are soon on the run   fleeing over open drawbridges   across icy lakes   and through the corridors of power at a top secret   underground energy facility    aiding and abetting is the team s shady mentor   played in an excellent but so  what performance by morgan freeman       brit brian cox is also about   as the behind the scenes bad guy    he has some fun fiddling with a southern accent      unfunny   overscored   and without a single shred of suspense   chain reaction is   the   summer movie to walk out on    if you make it to the end   a mess of cross cutting involving another imminent explosion   you ll hear somebody say   i guess it s time to go      heed that warning    
1082	1	just how inseparable is the team of sgt    martin riggs   mel gibson   and sgt    roger murtaugh   danny glover      let s just say that when one partner asks the other partner to strip to his boxer shorts and then further asks him to run out into the middle of the road   flapping his arms while feverishly cackling like a chicken just to create a distraction   his partner actually does it    the familiar lethal weapon family is back   including rene russo   who is now the expectant mother of riggs  child and joe pesci as the soprana like   foul mouthed former accountant who has decided to become a private eye    new to the team is chris rock   also a fast talking   up and coming detective    trouble seems to follow the two veteran detectives where ever they go   and in this film   that is no exception    even when they are just taking a leisurely boat ride   they somehow manage to collide with a freighter ship    we here some ominous music   which clues us that a confrontation is about to happen    gunfire ensues   and when it s all over   the detectives want to learn more about this freighter by questioning a chinatown crime lord    although they don t know what they re looking for   their inquisitiveness causes the bad guys to take some action    and there s plenty of action here for two movies    led by fighting sensation jet li   whose martial arts skill is nothing less than impressive   he does what he can to make sure that no one finds out what they are up to    li is ruthless in his approach   will kill anyone just to make a point   and develops enormous disdain for the two detectives    there are terrific car chases   explosions and gunshot galore    it s a summer action recipe followed to the letter   and the result is nothing less than pure   unadulterated summer fun    but even too many explosions can get boring    to counter that   we are treated to several amazingly choreographed fight sequences with jet li    luckily   he d rather fight hand to hand instead of firing off guns    meanwhile   when the detectives aren t reloading their guns or running from fireballs   they re engaged in sophomoric banter and silly conversations that provide a nice diversion from the hail of bullets    everybody gets in on the shtick    russo screams during her delivery   the crime lord has a few funny bits when he s being interrogated while being given laughing gas   and pesci and rock are very funny as they go at it discussing the drawbacks of having cellular phones    gibson and glover are always in sync and the film moves at a brisk pace to get to the final and terrific mano a mano    score one for the old guard    
983	0	director luis mandoki s last film was the superb   serious 1994 drama   when a man loves a woman     but his luck has ultimately run out with his latest picture     message in a bottle     which is the worst type of romance   a movie that tugs so relentlessly and violently at the heartstrings that it miraculously manages to dry out your eyes rather than tear them up    everything that occurs can be telegraphed way in advance since this same type of story has been done many times before   and much better   so there s an absence of suspense   and the film ultimately moves at such a very   very deliberate pace   as if it is trying to make great     meaningful   statements and plot developments   that it just becomes a tedious bore to sit through       message in a bottle   begins with theresa osborne   robin wright penn     a single mother and researcher at the chicago tribune   whom finds a bottle washed up on shore as she is jogging one day    inside the bottle is an anonymous love letter addressed to a mystery woman named catherine   and theresa is so taken aback by its honesty and sweetness that she shows it around at her work and   to her objection   finds that her editor has placed the letter in the newspaper    soon   a heavy research is conducted to find out who wrote the letter based on the type of bottle and a ship logo on the top of the typed message   and after it is traced to a man named garrett blake   theresa finds herself traveling to the outer banks   a boating town in north carolina   to find out the specifics of the message    of course   garrett turns out to be a handsome   rugged man around theresa s age and played by kevin costner    she is immediately charmed by him   but hesitant to unveil the truth of why she is there   and finds that catherine was garrett s late wife who died a few years earlier    do you think you know where this is headed    most likely you do   and i wouldn t call it giving away anything to say that by the picture s end   the movie has fallen into deep   artificial melodrama that i didn t buy for a second    if there are any positive things to say about   message in a bottle     it is that the performances by robin wright penn and paul newman   as garrett s stubborn   but loving father   are far above par to be in such a wasteful     shaggy dog   love story   and that the cinematography by caleb deschanel takes great advantage of the beautiful eastern coast   and paints chicago as an equally alluring city    meanwhile   costner has yet to redeem himself for some of the less than stellar films that he has made recently    it seems that with such bad luck   he wouldn t want to make another movie set near water   but here he is again with one of the main   and most ridiculous   centerpieces set on a storm swept sea    the other actors are all   sadly   wasted   including illeana douglas   an underused actress who seems to always get stuck with the   friend   roles   here playing penn s confidante and co worker at the tribune    the first half of   message in a bottle   plays like a hum drum   trite television movie for the lifetime channel   as theresa spends a great deal of time   getting to know   garrett   with dialogue that is not the least bit stimulating or entertaining    usually   i am the type of person to practically salivate over dialogue laden sequences since the film is no doubt trying to develop the characters and their relationships   but here it all rang with a resounding falseness since the dialogue felt   written     and not as if people were really   talking      when the main characters of a film have very little of interest to say to each other   and are not particularly interesting themselves   you know immediately that you are in trouble    i swear that while watching   message in a bottle     i felt as if i had just read the screenplay in its entirety before arriving at the theater   heck   in actuality i m not even familiar to the novel this is based on   by nicholas sparks      always one step ahead of the characters   the movie ran so closely and tightly to the constraints of the tried and true hollywood melodrama   the film strip often seemed to almost be in danger of tearing    nobody wins prizes for guessing that garrett will eventually find out theresa s secret   and that several obstacles will come within their ways of living happily ever after    this same exact problem occurred in last year s very   very similar   watch this   and you will realize just how similar i mean   meg ryan nicolas cage romantic drama     city of angels      although theresa is deeply touched by the   heartfelt   letter that she finds in the bottle   perhaps the filmakers might have been better off finding a message in a bottle of their own   preferably before filming began    it should have read     memo to screenwriters   use you brain      
